"TestID","Category","Module / Page","Test Case","Method","Environment","Status","Observed Result (evidence)","Executed At"
"ACC-034","Accessibility Testing","Features (/features)","ACC_hasLandmark","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_hasLandmark=true","2026-07-11T19:49:48.906Z"
"ACC-035","Accessibility Testing","Features (/features)","ACC_focusable","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_focusable=true","2026-07-11T19:49:48.906Z"
"ACC-036","Accessibility Testing","Features (/features)","ACC_noPositiveTabindex","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_noPositiveTabindex=true","2026-07-11T19:49:48.906Z"
"ACC-037","Accessibility Testing","Features (/features)","ACC_headingOrder","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_headingOrder=true","2026-07-11T19:49:48.906Z"
"ACC-038","Accessibility Testing","Features (/features)","ACC_contrast","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_contrast=true","2026-07-11T19:49:48.906Z"
"ACC-039","Accessibility Testing","Features (/features)","ACC_ariaHiddenSafe","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_ariaHiddenSafe=true","2026-07-11T19:49:48.906Z"
"ACC-040","Accessibility Testing","Contact (/contact)","ACC_htmlLang","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_htmlLang=true","2026-07-11T19:49:48.906Z"
"ACC-041","Accessibility Testing","Contact (/contact)","ACC_titlePresent","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_titlePresent=true","2026-07-11T19:49:48.906Z"
"ACC-042","Accessibility Testing","Contact (/contact)","ACC_hasH1OrHeading","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_hasH1OrHeading=true","2026-07-11T19:49:48.906Z"
"ACC-043","Accessibility Testing","Contact (/contact)","ACC_imagesHaveAlt","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_imagesHaveAlt=true","2026-07-11T19:49:48.906Z"
"ACC-044","Accessibility Testing","Contact (/contact)","ACC_inputsLabelled","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_inputsLabelled=true","2026-07-11T19:49:48.906Z"
"ACC-045","Accessibility Testing","Contact (/contact)","ACC_buttonsNamed","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_buttonsNamed=true","2026-07-11T19:49:48.906Z"
"ACC-046","Accessibility Testing","Contact (/contact)","ACC_linksNamed","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_linksNamed=true","2026-07-11T19:49:48.906Z"
"ACC-047","Accessibility Testing","Contact (/contact)","ACC_hasLandmark","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_hasLandmark=true","2026-07-11T19:49:48.906Z"
"ACC-048","Accessibility Testing","Contact (/contact)","ACC_focusable","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_focusable=true","2026-07-11T19:49:48.906Z"
"ACC-049","Accessibility Testing","Contact (/contact)","ACC_noPositiveTabindex","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_noPositiveTabindex=true","2026-07-11T19:49:48.906Z"
"ACC-050","Accessibility Testing","Contact (/contact)","ACC_headingOrder","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_headingOrder=true","2026-07-11T19:49:48.906Z"
"ACC-051","Accessibility Testing","Contact (/contact)","ACC_contrast","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_contrast=true","2026-07-11T19:49:48.906Z"
"ACC-052","Accessibility Testing","Contact (/contact)","ACC_ariaHiddenSafe","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_ariaHiddenSafe=true","2026-07-11T19:49:48.906Z"
"ACC-053","Accessibility Testing","Login (/login)","ACC_htmlLang","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_htmlLang=true","2026-07-11T19:49:48.906Z"
"ACC-054","Accessibility Testing","Login (/login)","ACC_titlePresent","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_titlePresent=true","2026-07-11T19:49:48.906Z"
"ACC-055","Accessibility Testing","Login (/login)","ACC_hasH1OrHeading","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_hasH1OrHeading=true","2026-07-11T19:49:48.906Z"
"ACC-056","Accessibility Testing","Login (/login)","ACC_imagesHaveAlt","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_imagesHaveAlt=true","2026-07-11T19:49:48.906Z"
"ACC-057","Accessibility Testing","Login (/login)","ACC_inputsLabelled","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_inputsLabelled=true","2026-07-11T19:49:48.906Z"
"ACC-058","Accessibility Testing","Login (/login)","ACC_buttonsNamed","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_buttonsNamed=true","2026-07-11T19:49:48.906Z"
"ACC-059","Accessibility Testing","Login (/login)","ACC_linksNamed","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_linksNamed=true","2026-07-11T19:49:48.906Z"
"ACC-060","Accessibility Testing","Login (/login)","ACC_hasLandmark","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_hasLandmark=true","2026-07-11T19:49:48.906Z"
"ACC-061","Accessibility Testing","Login (/login)","ACC_focusable","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_focusable=true","2026-07-11T19:49:48.906Z"
"ACC-062","Accessibility Testing","Login (/login)","ACC_noPositiveTabindex","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_noPositiveTabindex=true","2026-07-11T19:49:48.906Z"
"ACC-063","Accessibility Testing","Login (/login)","ACC_headingOrder","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_headingOrder=true","2026-07-11T19:49:48.906Z"
"ACC-064","Accessibility Testing","Login (/login)","ACC_contrast","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_contrast=true","2026-07-11T19:49:48.906Z"
"ACC-065","Accessibility Testing","Login (/login)","ACC_ariaHiddenSafe","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_ariaHiddenSafe=true","2026-07-11T19:49:48.906Z"
"ACC-066","Accessibility Testing","Signup (/signup)","ACC_htmlLang","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_htmlLang=true","2026-07-11T19:49:48.906Z"
"ACC-067","Accessibility Testing","Signup (/signup)","ACC_titlePresent","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_titlePresent=true","2026-07-11T19:49:48.906Z"
"ACC-068","Accessibility Testing","Signup (/signup)","ACC_hasH1OrHeading","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_hasH1OrHeading=true","2026-07-11T19:49:48.906Z"
"ACC-069","Accessibility Testing","Signup (/signup)","ACC_imagesHaveAlt","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_imagesHaveAlt=true","2026-07-11T19:49:48.906Z"
"ACC-070","Accessibility Testing","Signup (/signup)","ACC_inputsLabelled","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_inputsLabelled=true","2026-07-11T19:49:48.906Z"
"ACC-071","Accessibility Testing","Signup (/signup)","ACC_buttonsNamed","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_buttonsNamed=true","2026-07-11T19:49:48.906Z"
"ACC-072","Accessibility Testing","Signup (/signup)","ACC_linksNamed","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_linksNamed=true","2026-07-11T19:49:48.906Z"
"ACC-073","Accessibility Testing","Signup (/signup)","ACC_hasLandmark","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_hasLandmark=true","2026-07-11T19:49:48.906Z"
"ACC-074","Accessibility Testing","Signup (/signup)","ACC_focusable","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_focusable=true","2026-07-11T19:49:48.906Z"
"ACC-075","Accessibility Testing","Signup (/signup)","ACC_noPositiveTabindex","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_noPositiveTabindex=true","2026-07-11T19:49:48.906Z"
"ACC-076","Accessibility Testing","Signup (/signup)","ACC_headingOrder","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_headingOrder=true","2026-07-11T19:49:48.906Z"
"ACC-077","Accessibility Testing","Signup (/signup)","ACC_contrast","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_contrast=true","2026-07-11T19:49:48.906Z"
"ACC-078","Accessibility Testing","Signup (/signup)","ACC_ariaHiddenSafe","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_ariaHiddenSafe=true","2026-07-11T19:49:48.906Z"
"ACC-079","Accessibility Testing","ForgotPassword (/forgot-password)","ACC_htmlLang","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_htmlLang=true","2026-07-11T19:49:48.906Z"
"ACC-080","Accessibility Testing","ForgotPassword (/forgot-password)","ACC_titlePresent","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_titlePresent=true","2026-07-11T19:49:48.906Z"
"ACC-081","Accessibility Testing","ForgotPassword (/forgot-password)","ACC_hasH1OrHeading","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_hasH1OrHeading=true","2026-07-11T19:49:48.906Z"
"ACC-082","Accessibility Testing","ForgotPassword (/forgot-password)","ACC_imagesHaveAlt","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_imagesHaveAlt=true","2026-07-11T19:49:48.906Z"
"ACC-083","Accessibility Testing","ForgotPassword (/forgot-password)","ACC_inputsLabelled","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_inputsLabelled=true","2026-07-11T19:49:48.906Z"
"ACC-084","Accessibility Testing","ForgotPassword (/forgot-password)","ACC_buttonsNamed","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_buttonsNamed=true","2026-07-11T19:49:48.906Z"
"ACC-085","Accessibility Testing","ForgotPassword (/forgot-password)","ACC_linksNamed","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_linksNamed=true","2026-07-11T19:49:48.906Z"
"ACC-086","Accessibility Testing","ForgotPassword (/forgot-password)","ACC_hasLandmark","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_hasLandmark=true","2026-07-11T19:49:48.906Z"
"ACC-087","Accessibility Testing","ForgotPassword (/forgot-password)","ACC_focusable","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_focusable=true","2026-07-11T19:49:48.906Z"
"ACC-088","Accessibility Testing","ForgotPassword (/forgot-password)","ACC_noPositiveTabindex","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_noPositiveTabindex=true","2026-07-11T19:49:48.906Z"
"ACC-089","Accessibility Testing","ForgotPassword (/forgot-password)","ACC_headingOrder","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_headingOrder=true","2026-07-11T19:49:48.906Z"
"ACC-090","Accessibility Testing","ForgotPassword (/forgot-password)","ACC_contrast","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_contrast=true","2026-07-11T19:49:48.906Z"
"ACC-091","Accessibility Testing","ForgotPassword (/forgot-password)","ACC_ariaHiddenSafe","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_ariaHiddenSafe=true","2026-07-11T19:49:48.906Z"
"ACC-092","Accessibility Testing","ResetPassword (/reset-password)","ACC_htmlLang","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_htmlLang=true","2026-07-11T19:49:48.906Z"
"ACC-093","Accessibility Testing","ResetPassword (/reset-password)","ACC_titlePresent","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_titlePresent=true","2026-07-11T19:49:48.906Z"
"ACC-094","Accessibility Testing","ResetPassword (/reset-password)","ACC_hasH1OrHeading","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_hasH1OrHeading=true","2026-07-11T19:49:48.906Z"
"ACC-095","Accessibility Testing","ResetPassword (/reset-password)","ACC_imagesHaveAlt","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_imagesHaveAlt=true","2026-07-11T19:49:48.906Z"
"ACC-096","Accessibility Testing","ResetPassword (/reset-password)","ACC_inputsLabelled","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_inputsLabelled=true","2026-07-11T19:49:48.906Z"
"ACC-097","Accessibility Testing","ResetPassword (/reset-password)","ACC_buttonsNamed","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_buttonsNamed=true","2026-07-11T19:49:48.906Z"
"ACC-098","Accessibility Testing","ResetPassword (/reset-password)","ACC_linksNamed","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_linksNamed=true","2026-07-11T19:49:48.906Z"
"ACC-099","Accessibility Testing","ResetPassword (/reset-password)","ACC_hasLandmark","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_hasLandmark=true","2026-07-11T19:49:48.906Z"
"ACC-100","Accessibility Testing","ResetPassword (/reset-password)","ACC_focusable","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","ACC_focusable=true","2026-07-11T19:49:48.906Z"
